art_id	art_version	art_full	status	description	method	location	notes	created_by	customer
1958	1	1958.1	Approved	One Healthy 5”w x 3.38”h	Screen Print/Heat Transfer			mmintz	042545
1960	1	1960.1	Approved	Owen's Tree 3.06”w x 3.5”h	Screen Print/Heat Transfer			mmintz	045839
1961	1	1961.1	Approved	Open Canopy 8”w X 12”h	Screen Print/Heat Transfer			vrowinsky	023227
1962	1	1962.1	Approved	One Bark 4”w x 1.12”h	Screen Print/Heat Transfer			mmintz	040813
1963	1	1963.1	Approved	"Open Canopy 11""w x 4.57""h"	Screen Print/Heat Transfer			mmintz	023227
1964	1	1964.1	Approved	"Open Canopy 4""w x 1.66""h"	Screen Print/Heat Transfer			mmintz	023227
1965	1	1965.1	Approved	Open Canopy Peas 11”w x 6.4”h	Screen Print/Heat Transfer			mmintz	023227
1966	1	1966.1	Approved	Oak Hill 10”w x 9.95”h	Screen Print/Heat Transfer			mmintz	034666
1967	1	1967.1	Approved	Oak Hill 3.75”w x 0.92”h	Screen Print/Heat Transfer			mmintz	034666
1968	1	1968.1	Approved	"Pennline 2.75""w x .76""h"	Screen Print/Heat Transfer			vrowinsky	002170
1969	1	1969.1	Approved	"Pennline (1C) 4""w x 1""h"	Screen Print/Heat Transfer			vrowinsky	002170
1970	1	1970.1	Approved	Premier 3.5”w x 1.93”h	Screen Print/Heat Transfer			mmintz	001488
1971	1	1971.1	Approved	PG & E HVSA 7”w x 7.4”h	Screen Print/Heat Transfer			mmintz	028474
1972	1	1972.1	Approved	PG & E 4”w x 0.99”h	Screen Print/Heat Transfer			mmintz	028474
1973	1	1973.1	Approved	"Plant Solutions 4""w x 1.8""h"	Screen Print/Heat Transfer			mmintz	006831
1974	1	1974.1	Approved	"Plant Solutions 11""w x 7.4""h"	Screen Print/Heat Transfer			mmintz	006831
1975	1	1975.1	Approved	Pool Works 4”w x 1.16”h	Screen Print/Heat Transfer			mmintz	002336
1976	1	1976.1	Approved	Pool Works 11”w x 3.2”h	Screen Print/Heat Transfer			mmintz	002336
1922	1	1922.1	Open	test	Embroidery			joelr	000001
104	3	104.3	Approved	"Lucas 2.89""w GDGNBK"	Embroidery		A7H	vrowinsky	003101
1113	2	1113.2	Approved	"Arborwear 2.5""w WH"	Embroidery		BJ8	vrowinsky	003101
1171	3	1171.3	Approved	"Arborwear 3.13""w BK"	Embroidery		A2D	vrowinsky	003101
1415	2	1415.2	Approved	"Arborwear Caramel 3.5""w BK"	Hat Press Heat Press		L11	vrowinsky	003101
1671	2	1671.2	Approved	"Scientists in Parks 4""w WH"	Embroidery		AMW	vrowinsky	003101
1776	2	1776.2	Approved	"PVC Arb Patch 1.5""w BK"	Hat Press Heat Press		GEH	vrowinsky	003101
1859	3	1859.3	Approved	Arborwear Treeline 4”w WH	Embroidery			vrowinsky	003101
1889	1	1889.1	Approved	"Arborwear Script 12""w x 3.39""h"	Screen Print/Heat Transfer			vrowinsky	003101
1889	2	1889.2	Approved	"Arborwear Script 12""w GY"	Screen Print/Heat Transfer			vrowinsky	003101
1890	1	1890.1	Approved	"Arb Bartender 11""w x 7.39""h"	Screen Print/Heat Transfer			vrowinsky	003101
1890	2	1890.2	Approved	"Arb Bartender 11""w KH"	Screen Print/Heat Transfer			vrowinsky	003101
1891	1	1891.1	Approved	Arborwear 1C  8.25”w X 2.72”h	Screen Print/Heat Transfer			vrowinsky	003101
1891	2	1891.2	Approved	Arborwear 1C  8.25”w BK	Screen Print/Heat Transfer			vrowinsky	003101
1892	1	1892.1	Approved	"Arborwear Ovaless 2""w x .71""h"	Embroidery			vrowinsky	003101
1892	2	1892.2	Approved	"Arborwear Ovaless 2""w KH"	Embroidery			vrowinsky	003101
1893	1	1893.1	Approved	Knotty Pine 3C 10”w x 8.98”h	Screen Print/Heat Transfer			mmintz	007672
1894	1	1894.1	Approved	"JL Tree Svc 10.29""w x 10.5""h"	Screen Print/Heat Transfer			bpapsidero	000004
1895	1	1895.1	Approved	Knotty Pine 0.85”w x 18”h	Screen Print/Heat Transfer			mmintz	007672
1896	1	1896.1	Approved	Knotty Pine 2.51”w x 2.01”h	Embroidery		HAT	mmintz	007672
1897	1	1897.1	Approved	"Knotty Pine 1C 3.25""w x 2.4""h"	Screen Print/Heat Transfer			mmintz	007672
1898	1	1898.1	Approved	DCPS 11”w x 4.06”h	Screen Print/Heat Transfer			mmintz	036847
1899	1	1899.1	Approved	Ayers Well 3.5”w x 1.74”h	Embroidery			mmintz	000219
1900	1	1900.1	Approved	Bervy Evacuation 3”w x 3.02”h	Screen Print/Heat Transfer			mmintz	042855
1901	1	1901.1	Approved	Bervy Evacuation 11”w x 11.1”h	Screen Print/Heat Transfer			mmintz	042855
1902	1	1902.1	Approved	"Alpine Tree 2.48"" x 3.50"""	Screen Print/Heat Transfer			vrowinsky	000096
1902	2	1902.2	Approved	"Alpine Tree 2.48"" GNWH"	Screen Print/Heat Transfer			vrowinsky	000096
1903	1	1903.1	Approved	"Alpine Tree 10.25"" x 14"""	Screen Print/Heat Transfer			vrowinsky	000096
1903	2	1903.2	Approved	"Alpine Tree 10.25"" GNWH"	Screen Print/Heat Transfer			vrowinsky	003101
1904	1	1904.1	Approved	Bentleyville 3”w x 2.75”h	Screen Print/Heat Transfer			mmintz	028754
1905	1	1905.1	Approved	Billow's Tree 4”w x 0.79”h	Screen Print/Heat Transfer			mmintz	028418
1906	1	1906.1	Approved	Billow's Tree 9”w x 10.73”h	Screen Print/Heat Transfer			mmintz	028418
1907	1	1907.1	Approved	Billows Tree HVSA 6.7”w x 8”h	Screen Print/Heat Transfer			mmintz	028418
1908	1	1908.1	Approved	"Buckeye Tree Pro 5""w x 1.9""h"	Screen Print/Heat Transfer			mmintz	046443
1910	1	1910.1	Approved	"Buckeye Tree Pro 1C 11” x 6.9"""	Screen Print/Heat Transfer			mmintz	046443
1911	1	1911.1	Approved	Buckeye Tree Pro 11”w x 7.3”h	Screen Print/Heat Transfer			mmintz	046443
1912	1	1912.1	Approved	"Buckeye Tree Pro 10”w x 6.6""h"	Screen Print/Heat Transfer		HVSA **For XL only**	mmintz	046443
1913	1	1913.1	Approved	"Buckeye Tree Pro 1C 10” x 6.5"""	Screen Print/Heat Transfer			mmintz	046443
1914	1	1914.1	Approved	"Buckeye Tree 1C 4.5""w x 1.7""h"	Screen Print/Heat Transfer			mmintz	046443
1915	1	1915.1	Approved	"Bailey's Trees 3.5""w x 3.42""h"	Screen Print/Heat Transfer			mmintz	046886
1916	1	1916.1	Approved	Bella Terra 5”w X 5.84”h	Screen Print/Heat Transfer			vrowinsky	025192
1917	1	1917.1	Approved	Bailey's Trees 10”w x 9.76”h	Screen Print/Heat Transfer			mmintz	046886
1918	1	1918.1	Approved	Chagrin Falls CF 3.45”w x 5”h	Screen Print/Heat Transfer			mmintz	003487
1919	1	1919.1	Approved	"Carroll Tree 4""w x 0.75""h"	Screen Print/Heat Transfer			mmintz	000388
1920	1	1920.1	Approved	"Carroll Tree Accred 3"" x 3.22"""	Screen Print/Heat Transfer			mmintz	000388
1921	1	1921.1	Approved	Cle Metroparks Zoo 4” X 2.91”	Screen Print/Heat Transfer			vrowinsky	000461
474	2	474.2	Approved	"Philmont Flannel 1.5"" GY"	Embroidery		AQJ	vrowinsky	003101
648	2	648.2	Approved	Arbor Metrics 7”w GN	Screen Print/Heat Transfer		S17	vrowinsky	003101
1031	2	1031.2	Approved	"Pro Tree Service 11""w WH"	Screen Print/Heat Transfer		RT5	mmintz	003101
1099	2	1099.2	Approved	Arborwear Script 4.02”w GN	Embroidery		BXX	vrowinsky	003101
1171	2	1171.2	Approved	"Arborwear 3.13""w GY"	Embroidery		A2D	mmintz	003101
154	2	154.2	Approved	Utility Tree 3.75”w BKWHGN	Screen Print/Heat Transfer		S1U	mmintz	003101
1859	1	1859.1	Approved	"Arborwear Treeline 4”w X 1.29"""	Embroidery			vrowinsky	003101
1859	2	1859.2	Approved	Arborwear Treeline 4”w KH	Embroidery			vrowinsky	003101
1860	1	1860.1	Approved	"Brothers Tree MI 3.11""w x 3.5"""	Screen Print/Heat Transfer			mmintz	000338
1861	1	1861.1	Approved	"Brothers Tree MI 9.2""w x 11.25"	Screen Print/Heat Transfer			mmintz	000338
1862	1	1862.1	Approved	"Arborwear 3.5""w x 1.21""h"	Embroidery			vrowinsky	003101
1862	2	1862.2	Approved	"Arborwear 3.5""w BKGN"	Embroidery			vrowinsky	003101
1863	1	1863.1	Approved	"Northern Tier 2.5""w x 2""h"	Embroidery			vrowinsky	001341
1863	2	1863.2	Approved	"Northern Tier 2.5""w KH"	Embroidery			vrowinsky	003101
1864	1	1864.1	Approved	Mickman Brother's 3.5”w X 2.3”	Screen Print/Heat Transfer			vrowinsky	002388
1865	1	1865.1	Approved	ABC Tree 3.5”w x 1.89”h	Screen Print/Heat Transfer			mmintz	035393
1866	1	1866.1	Approved	"Next Level-Safety 2""w x 2""h"	Screen Print/Heat Transfer			mmintz	002127
1867	1	1867.1	Approved	"All Family 2C 3.5""w x 1.39""h"	Screen Print/Heat Transfer			mmintz	031616
1868	1	1868.1	Approved	"Atlas 11""w x 6.04""h"	Screen Print/Heat Transfer			mmintz	030570
1869	1	1869.1	Approved	"Atlas 7""w x 3.84""h"	Screen Print/Heat Transfer			mmintz	030570
1870	1	1870.1	Approved	Weinstein 7”w x 4.67”h	Screen Print/Heat Transfer			mmintz	002377
1871	1	1871.1	Approved	Affordable Tree 30+ 4”w x 2.18	Screen Print/Heat Transfer			mmintz	000061
1872	1	1872.1	Approved	Central CT 3.6”w X 3.34”h	Embroidery			vrowinsky	001647
1873	1	1873.1	Approved	"Affordable Tree 5""h x 11""h"	Screen Print/Heat Transfer			mmintz	000061
1874	1	1874.1	Approved	All Things Vertical 10”w x 10”	Screen Print/Heat Transfer			mmintz	042201
1875	1	1875.1	Approved	All Things Vertical 3.5” x 3.5	Screen Print/Heat Transfer			mmintz	042201
1876	1	1876.1	Approved	"Arborist Trainer 4”w x 1.79""h"	Screen Print/Heat Transfer			vrowinsky	002120
1877	1	1877.1	Approved	Big Foot Mitiga 3.5”w x 3.57”h	Screen Print/Heat Transfer		Special Instructions: Please use the same exact logo, size, and placement as my last order	mmintz	042104
1878	1	1878.1	Approved	"Barrett Tree 8""w x 8""h"	Screen Print/Heat Transfer			mmintz	000239
1879	1	1879.1	Approved	"Balet Tree 8”w x 2.39""h"	Screen Print/Heat Transfer			mmintz	047128
1880	1	1880.1	Approved	"Balet Tree 4”w x 1.2""h"	Screen Print/Heat Transfer			mmintz	047128
1881	1	1881.1	Approved	"Bartlett Flags 4""w X 2.26""h"	Screen Print/Heat Transfer			vrowinsky	002120
1882	1	1882.1	Approved	Branch and Blade 9.73”w x 12”h	Screen Print/Heat Transfer			mmintz	000183
1883	1	1883.1	Approved	"Bartlett Safety MGMT 4""w x 3""h"	Screen Print/Heat Transfer			vrowinsky	002120
1884	1	1884.1	Approved	Branch and Blade 2.76”w x 3.25	Screen Print/Heat Transfer			mmintz	000183
1885	1	1885.1	Approved	Bella Terra 11”w x 6.59”h	Screen Print/Heat Transfer			mmintz	025192
1886	1	1886.1	Approved	"Brightview Tree 9.5""w x 3.8""h"	Screen Print/Heat Transfer			vrowinsky	000332
1887	1	1887.1	Approved	"BrightView Tree 7.5""w x 3.1""h"	Screen Print/Heat Transfer			vrowinsky	000332
1888	1	1888.1	Approved	"All Erection 3.72""w x 1.79""h"	Embroidery			bpapsidero	000081
318	2	318.2	Approved	Southview Design 3.75” BK	Screen Print/Heat Transfer		SBR	mmintz	003101
319	2	319.2	Approved	Southview Design 11”w BK	Screen Print/Heat Transfer		SBS	mmintz	003101
389	2	389.2	Approved	"Philmont Staff 2.2""w GNWHBL"	Embroidery		AHU	vrowinsky	003101
423	2	423.2	Approved	"Stay Sharp 3.45""w KHRD"	Hat Press Heat Press			vrowinsky	003101
423	3	423.3	Approved	"Stay Sharp 3.45""w NVRDYW"	Hat Press Heat Press			mmintz	003101
70	4	70.4	Approved	"Xylem 3.5""w WHGNGN"	Embroidery		AC2	vrowinsky	003101
1807	1	1807.1	Approved	Arb 3D Emb Patch 3”w x 2.3”h	Hat Press Heat Press		GEI	MMINTZ	003101
1808	1	1808.1	Approved	Tree Tech 1C 7”w x 3.76”h	Screen Print/Heat Transfer		TP2	MMINTZ	001911
1809	1	1809.1	Approved	GreenWorks 3.5”w x 2.5”h	Screen Print/Heat Transfer		TP7	MMINTZ	001647
1810	1	1810.1	Approved	"Davey Institute 3.5""w x 1.67""h"	Screen Print/Heat Transfer		TPA	MMINTZ	002387
1811	1	1811.1	Approved	Dons All Green 4.02”w x 1.77”h	Embroidery		C6F	MMINTZ	040608
1812	1	1812.1	Approved	Don's All Green 3.82”w x 1.68”	Embroidery		C7W	MMINTZ	040608
1813	1	1813.1	Approved	High Point 3.34”w x 3.50”h	Embroidery		C7V	MMINTZ	026427
1814	1	1814.1	Approved	"GreenWorks 2.93"" x 2.2""h"	Embroidery		C7Y - HAT	MMINTZ	001647
1815	1	1815.1	Approved	Philm A-Team 26 2.02”w x 1.83”	Embroidery		C82 - HAT	MMINTZ	001450
1816	1	1816.1	Approved	"Philmont Conserv 2.02""w x 1.72"	Embroidery		C83 - HAT	MMINTZ	001450
1817	1	1817.1	Approved	Unified Fire 3.51”w x 2.94”h	Embroidery		C7U	MMINTZ	001947
1818	1	1818.1	Approved	"Bartlett Safety 3.97”w x 2.11"""	Embroidery		C8B	MMINTZ	002120
1819	1	1819.1	Approved	Bartlett Safety 1.39”w x 2.01”	Embroidery		C8D - HAT	MMINTZ	002120
1820	1	1820.1	Approved	"Arborwood Craw 1.42""w x 1.50""h"	Embroidery		C85 - HAT	MMINTZ	000193
1821	1	1821.1	Approved	Arborwood Boil 26 2.50”w x .94	Embroidery		C86 - HAT	MMINTZ	000193
1822	1	1822.1	Approved	Arborwood CrawBoil 2.99” x 3.5	Embroidery		C88	MMINTZ	000193
1823	1	1823.1	Approved	JLs Tree Treeline 4.01” x 1.24	Embroidery		C8J - HAT	MMINTZ	027290
1824	1	1824.1	Approved	Canopy Infra 2C 3.75”w x 1”h	Screen Print/Heat Transfer		TQI	MMINTZ	000002
1825	1	1825.1	Approved	Canopy Infra 1C 3.75”w x 1”h	Screen Print/Heat Transfer		TQH	MMINTZ	000002
1826	1	1826.1	Approved	Canopy Infra 7”w x 2”h	Screen Print/Heat Transfer		TQJ	MMINTZ	000002
1827	1	1827.1	Approved	Coastal 2.5”w x 3.34”h	Screen Print/Heat Transfer		TQ8	MMINTZ	000003
1828	1	1828.1	Approved	Coastal 2.52”w x 2.37”h	Embroidery		C8M	MMINTZ	000003
1829	1	1829.1	Approved	Stewarts 4”w x 1.23”h	Screen Print/Heat Transfer		TP9	MMINTZ	002398
1830	1	1830.1	Approved	Old Growth 3”w x 2.9”h	Screen Print/Heat Transfer		TPB	MMINTZ	002360
1831	1	1831.1	Approved	"Shade Tree 4""w x .5""h"	Embroidery		A9Y	vrowinsky	001672
1832	1	1832.1	Approved	NE Day of Safety 2026	Screen Print/Heat Transfer		PEF	MMINTZ	001306
1833	1	1833.1	Approved	Wright Safety 11”w x 7.8”h	Screen Print/Heat Transfer		TPG	MMINTZ	002095
1834	1	1834.1	Approved	"Wright Safety 2.5""w x 3.84""h"	Screen Print/Heat Transfer		TPF	MMINTZ	002095
1835	1	1835.1	Approved	NE ISA TCC 2026 - Climber	Screen Print/Heat Transfer		PEG	MMINTZ	003009
1836	1	1836.1	Approved	NE ISA TCC 2026 - Judge	Screen Print/Heat Transfer		PEI	MMINTZ	003009
1837	1	1837.1	Approved	NE ISA TCC 2026 - Sponsor	Screen Print/Heat Transfer		PEH	MMINTZ	003009
1838	1	1838.1	Approved	"Big Sky Road 2.37”w x 2.5""h"	Screen Print/Heat Transfer		TQ2	MMINTZ	020207
1839	1	1839.1	Approved	"Big Sky Snowmaking 3""w x 3""h"	Screen Print/Heat Transfer		Z1X	MMINTZ	020207
1840	1	1840.1	Approved	Big Sky Snowmaking 10”w x 10”h	Screen Print/Heat Transfer		TQ1	MMINTZ	020207
1841	1	1841.1	Approved	"West Valley Arb 2.4""w x 3""h"	Screen Print/Heat Transfer		TPX	MMINTZ	009870
1842	1	1842.1	Approved	West Valley Arb 11”w x 5.7”h	Screen Print/Heat Transfer		TPY	MMINTZ	009870
1843	1	1843.1	Approved	"Trenary's Tree 3.5""w x 2.36""h"	Screen Print/Heat Transfer		Z1Y	MMINTZ	003911
1844	1	1844.1	Approved	"One Year Service 6""w x 1.89""h"	Screen Print/Heat Transfer		S58	MMINTZ	003101
1845	1	1845.1	Approved	"One Year Service 11""w x 5.46""h"	Screen Print/Heat Transfer		S59	MMINTZ	003101
1846	1	1846.1	Approved	Crawfish Boil 2026 (2 Loc)	Screen Print/Heat Transfer		PDZ	mmintz	003101
1847	1	1847.1	Approved	"Arborwear SawDust 11”w x 3.62"""	Screen Print/Heat Transfer		TNC	mmintz	003101
1848	1	1848.1	Approved	Arborwear Treeline 10”w x 3.38	Screen Print/Heat Transfer		TP6	mmintz	003101
1849	1	1849.1	Approved	"Arborwear Tag (S) 2""w x 0.77""h"	Screen Print/Heat Transfer		TMK	mmintz	003101
1850	1	1850.1	Approved	"Arborwear Tag (L) 2""w x 0.77""h"	Screen Print/Heat Transfer		TMM	mmintz	003101
1851	1	1851.1	Approved	"Arborwear Tag (XL) 2""w x 0.77"""	Screen Print/Heat Transfer		TMN	mmintz	003101
1852	1	1852.1	Approved	"Arborwear Tag (XS) 2""w x 0.77"""	Screen Print/Heat Transfer		TMJ	mmintz	003101
1853	1	1853.1	Approved	"Arborwear Tag (2XL) 2""w x 0.77"	Screen Print/Heat Transfer		TMP	mmintz	003101
1854	1	1854.1	Approved	"Arborwear Tag (M) 2""w x 0.77""h"	Screen Print/Heat Transfer		TML	mmintz	003101
1855	1	1855.1	Approved	"Arborwear 3.5""w x 1.19""h"	Screen Print/Heat Transfer		SVY	mmintz	003101
1856	1	1856.1	Approved	Advance Tree 11”w x 5.5”h	Screen Print/Heat Transfer		S2I	mmintz	004082
1857	1	1857.1	Approved	Advance Tree 3.75”w x 1.87”h	Screen Print/Heat Transfer		S2H	mmintz	004082
1858	1	1858.1	Approved	"Aerial Solutions 3.5""w x 2.46"""	Screen Print/Heat Transfer		TN7	mmintz	039012
127	2	127.2	Approved	Phillips & Jordan 7”w BKYWWH	Screen Print/Heat Transfer		RWN	mmintz	003101
1343	2	1343.2	Approved	"Townsend SF 3.02""w BK"	Screen Print/Heat Transfer		RNX	vrowinsky	003101
160	2	160.2	Approved	"Phillips & Jordan 9""w BKYWWH"	Screen Print/Heat Transfer		RLE	vrowinsky	001448
1759	3	1759.3	Approved	"Arborcare Tree 3""w BK"	Screen Print/Heat Transfer		QSR	vrowinsky	003101
1771	1	1771.1	Approved	Region 062 Field 3.21”w x 0.76	Embroidery		C76	mmintz	002127
1772	1	1772.1	Approved	"FE Veg Mngt 3.50”w x 1.30""h"	Embroidery		C77	mmintz	000700
1773	1	1773.1	Approved	"Helix 4""w x 0.99""h"	Screen Print/Heat Transfer		TL6	mmintz	004411
1774	1	1774.1	Approved	Helix Text 11.45”w x 13”h	Screen Print/Heat Transfer		TLB	mmintz	004411
1775	1	1775.1	Approved	Tree Tech 1C 11.5”w x 6.18”h	Screen Print/Heat Transfer		TM4	mmintz	001911
1776	1	1776.1	Approved	"PVC Arb Patch 1.5""w x 1.5""h"	Hat Press Heat Press		GEH	mmintz	003101
1777	1	1777.1	Approved	"Arb 3D Emb Kids Patch 2”x1.56"""	Hat Press Heat Press		GEK	mmintz	003101
1778	1	1778.1	Approved	"Xylem Tree Care 1C 7""w x 1.95"""	Screen Print/Heat Transfer		TMC	mmintz	030799
1779	1	1779.1	Approved	"Small Arb Leather 1""w x 1""h"	Hat Press Heat Press		GEL	vrowinsky	003101
1779	2	1779.2	Approved	"Small Arb Leather 1""w BR"	Hat Press Heat Press		GEL	vrowinsky	003101
1780	1	1780.1	Approved	"Xylem Tree Care 1C 3.5""w x 1""h"	Screen Print/Heat Transfer		TM5	mmintz	030799
1782	1	1782.1	Approved	American Flag 2.02”w x 1.39”h	Embroidery		C7B hat added to right side of hat on the mesh	mmintz	*
1783	1	1783.1	Approved	"Canopy Infrastr 3.76”w X 1.09"""	Embroidery		C8W	vrowinsky	002102
1784	1	1784.1	Approved	MAC ISA 8.74”w x 9”h	Screen Print/Heat Transfer		ST7	mmintz	001148
1785	1	1785.1	Approved	MAC ISA '26 Comp 11”w x 10.98”	Screen Print/Heat Transfer		TK3	mmintz	001148
1786	1	1786.1	Approved	MAC ISA '26 Vol 11”w x 10.94”	Screen Print/Heat Transfer		TK4	mmintz	001148
1787	1	1787.1	Approved	MAC ISA '26 Staff 11”w x 10.95	Screen Print/Heat Transfer		TK5	mmintz	001148
1788	1	1788.1	Approved	MAC ISA '26 Judge 11”w x 10.84	Screen Print/Heat Transfer		TK6	mmintz	001148
1789	1	1789.1	Approved	"MAC ISA '26 Tech 11”w x 10.95"""	Screen Print/Heat Transfer		TK7	mmintz	001148
1791	1	1791.1	Approved	Flower City Tree 3”w x 3”h	Screen Print/Heat Transfer		TMV	mmintz	015431
1792	1	1792.1	Approved	KDF Tree 1.7”w x 3.5”h	Screen Print/Heat Transfer		TMW	mmintz	025319
1793	1	1793.1	Approved	"Bartlett 3.5""w x 1.4""h"	Screen Print/Heat Transfer		TMI	mmintz	002120
1794	1	1794.1	Approved	GreenWorks 3.44”w x 2.50”h	Embroidery		C7E	mmintz	001647
1795	1	1795.1	Approved	Hoy Landscaping 3.61”w x 1.69”	Embroidery		C7H	mmintz	000832
1796	1	1796.1	Approved	"Tree Care Utility 3.5""w x 1.87"	Screen Print/Heat Transfer		TNH	mmintz	001880
1797	1	1797.1	Approved	"Tree Care of NY 3.5""w x 1.6""h"	Screen Print/Heat Transfer		TNI	mmintz	001880
1798	1	1798.1	Approved	"Digeronimo Comp 3.5""w x .65""h"	Screen Print/Heat Transfer		TNJ	mmintz	000949
1799	1	1799.1	Approved	"Independence Con 3.5""w x 0.92"""	Screen Print/Heat Transfer		TNK	mmintz	000949
1800	1	1800.1	Approved	"DiGeronimo Dev 3.5""w x 0.7”h"	Screen Print/Heat Transfer		TNL	mmintz	000949
1801	1	1801.1	Approved	"Dreamworks 4""w x 1.1""h"	Screen Print/Heat Transfer		TPH	vrowinsky	006109
1802	1	1802.1	Approved	Dreamworks 11”w X 3.44”h	Screen Print/Heat Transfer		TPI	vrowinsky	006109
1803	1	1803.1	Approved	Dreamworks 8”w X 2.5”h	Screen Print/Heat Transfer		TPJ	vrowinsky	006109
1804	1	1804.1	Approved	"Daikin 3""w x .7""h"	Embroidery		A4C	vrowinsky	000752
1804	2	1804.2	Approved	"Daikin 3""w x BK"	Embroidery		A4C	vrowinsky	003101
1805	1	1805.1	Approved	"Gardiner 3""w x .75""h"	Embroidery		A5J	vrowinsky	000752
1805	2	1805.2	Approved	"Gardiner 3""w x WH"	Embroidery		A5J	vrowinsky	003101
1806	1	1806.1	Approved	"Rainbow Companies 8""w x 3""h"	Screen Print/Heat Transfer		RY7	mquinn	001527
382	2	382.2	Approved	"Arb Hexagon 2.75""w BR"	Hat Press Heat Press		L15	vrowinsky	003101
435	2	435.2	Approved	"Arborwear 2.18""w WH"	Screen Print/Heat Transfer		SLE	vrowinsky	003101
436	2	436.2	Approved	"Arborwear Tag 1.6""w WH"	Screen Print/Heat Transfer		RKD	vrowinsky	003101
45	2	45.2	Approved	"Davey Arboristry 3.5""w BK"	Screen Print/Heat Transfer		RTB	vrowinsky	003101
462	2	462.2	Approved	SavATree Sussex 3.51”w KHGNWH	Embroidery		BSW	mmintz	003101
104	2	104.2	Approved	"Lucas 2.89""w RDGNBK"	Embroidery		A7H	mmintz	003101
105	2	105.2	Approved	Joshua Tree 3.5”w GNFC	Embroidery		B9F	mmintz	003101
1396	2	1396.2	Approved	"McCulloughs 12""w WHGN"	Screen Print/Heat Transfer		Q6B	mmintz	003101
1397	2	1397.2	Approved	"McCulloughs 4""w WHGN"	Screen Print/Heat Transfer		Q6C	mmintz	003101
1518	2	1518.2	Approved	Preservation Parks 2”w WHBLOR	Embroidery		B8J	mmintz	003101
1557	2	1557.2	Approved	"Mainscape Keys 3.5""w WHGNYW"	Screen Print/Heat Transfer		TIG	mmintz	003101
1561	2	1561.2	Approved	Mainscape 9”w BK	Screen Print/Heat Transfer		TIH - BK	mmintz	003101
1562	2	1562.2	Approved	Mainscape 8”w BK	Screen Print/Heat Transfer		TII - BK	mmintz	003101
1603	2	1603.2	Approved	TTAP 1C 10”w WH	Screen Print/Heat Transfer		TKJ - WH	vrowinsky	003101
167	2	167.2	Approved	Joshua Tree 3.5”w GNFC	Screen Print/Heat Transfer		S4R - GNFC	mmintz	003101
168	2	168.2	Approved	Joshua Tree 11”w GNFC	Screen Print/Heat Transfer		S4S - GNFC	mmintz	003101
1755	1	1755.1	Open	Kitting Assembly	Kit Assembly	KIT		joelr	*
1756	1	1756.1	Approved	SavATree 7”w x 3.18”h	Screen Print/Heat Transfer		SGN	mmintz	001647
1757	1	1757.1	Approved	"Tree Care Utility 4""w x 1.84""h"	Screen Print/Heat Transfer		G98	mmintz	001880
1758	1	1758.1	Approved	"Tree Care Nation 4""w x 1.84""h"	Screen Print/Heat Transfer		G9A	mmintz	001880
1759	1	1759.1	Approved	"Arborcare Tree 3""w x 3.24""h"	Screen Print/Heat Transfer		QSR	vrowinsky	002121
1759	2	1759.2	Approved	"Arborcare Tree 3""w GN"	Screen Print/Heat Transfer		QSR - GN	vrowinsky	003101
1760	1	1760.1	Approved	"Arborcare 440 12""w x 8.25""h"	Screen Print/Heat Transfer		QST	vrowinsky	002121
1760	2	1760.2	Approved	"Arborcare 440 12""w WH"	Screen Print/Heat Transfer		QST - WH	vrowinsky	003101
1761	1	1761.1	Approved	"Townsend 2""w x 1""h"	Embroidery		AAN - HAT	vrowinsky	002121
1761	2	1761.2	Approved	"Townsend 2""w GY"	Embroidery		AAN - HAT - GY	vrowinsky	003101
1762	1	1762.1	Approved	"Enviro Arbor Solu 4.25""w x 2.8"	Screen Print/Heat Transfer		SBJ	mmintz	024961
1762	2	1762.2	Approved	"Enviro Arbor Solu 4.25""w GNGD"	Screen Print/Heat Transfer		SBJ - GNGD	mmintz	003101
1763	1	1763.1	Approved	"Summit TS Sleeve 4.27""w x 13"""	Screen Print/Heat Transfer		RNA	vrowinsky	022905
1763	2	1763.2	Approved	"Summit TS Sleeve 4.27""w WHGNLM"	Screen Print/Heat Transfer		RNA - WHGNLM	vrowinsky	003101
1764	1	1764.1	Approved	"Enviro Arbor Solu 11""w x 7.26"""	Screen Print/Heat Transfer		SBK	mmintz	024961
1764	2	1764.2	Approved	"Enviro Arbor Solu 11""w GNGD"	Screen Print/Heat Transfer		SBK - GNGD	mmintz	003101
1765	1	1765.1	Approved	"Summit TS LC 4C 3.25""w X 3.23"""	Screen Print/Heat Transfer		RNB	vrowinsky	022905
1765	2	1765.2	Approved	"Summit TS LC 4C 3.25""w WHGNLM"	Screen Print/Heat Transfer		RNB - WHGNLM	vrowinsky	003101
1766	1	1766.1	Approved	"Premier Icon 8""w x 12.75""h"	Screen Print/Heat Transfer		QTU	vrowinsky	001488
1766	2	1766.2	Approved	"Premier Icon 8""w BK"	Screen Print/Heat Transfer		QTU - BK	vrowinsky	003101
1767	1	1767.1	Approved	"Premier Stacked 2.75""w x 3""h"	Screen Print/Heat Transfer		QVQ	vrowinsky	001488
1767	2	1767.2	Approved	"Premier Stacked 2.75""w BK"	Screen Print/Heat Transfer		QVQ - BK	vrowinsky	003101
1769	1	1769.1	Approved	Monarch 7”w x 3.48”h	Screen Print/Heat Transfer		SYE  - HVSA	vrowinsky	002256
